filename,condition_vision,condition_movement,trial,window_idx,window_start,window_end,var1,var2,variable_pair_type,max_mutual_info,optimal_lag_mi,n_samples,sampling_rate
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.9555430762268261,0.1,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.532969953751582,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.5391284940942778,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.7021368661817642,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.539076008444739,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.41166538359726856,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.3753835622831763,0.2,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,right_index_y_P2,Between_Participants_Cross_ECG_Motion,0.32788647158422096,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.7269634488051019,0.2,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.5815818390504709,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.3491435882243055,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.5233487892959671,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.439308633645184,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.5471010791177011,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.9028979723247702,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,right_index_z_P2,Between_Participants_Cross_ECG_Motion,0.8056804546155142,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_Respiration_P1,Amplitude_Envelope_P2,Between_Participants_Cross_Respiration_Audio,0.3502751541558353,-0.1,5001,1000.0
